,category,strain,effect_1,effect_2,effect_3,effect_4,effect_5,medical_1,medical_2,medical_3,medical_4,medical_5,negative_1,negative_2,negative_3,negative_4,negative_5,flavor_1,flavor_2,flavor_3,review_total,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
716,hybrid,chocolate mint og, relaxed, sleepy, euphoric, happy, tingly , insomnia, pain, depression, stress, headaches , dry mouth, anxious, dizzy ,,, 1. mint, 2. vanilla, 3. earthy ,12.0,emerald og,granddaddy purple,n,n,n,n,n
717,indica,chocolate og, euphoric, relaxed, happy, giggly, uplifted , depression, stress, pain, lack of appetite, fatigue , dry mouth, dry eyes, dizzy ,,, 1. earthy, 2. nutty, 3. sweet ,24.0,true og,n,n,n,n,n,n
718,hybrid,chocolate rain, creative, euphoric, happy, relaxed, uplifted , depression, headaches, lack of appetite, nausea, pain ,,,,,, 1. coffee, 2. sweet, 3. vanilla ,4.0,chocolope,n,n,n,n,n,n
719,hybrid,chocolate sap, energetic, talkative, uplifted, focused, happy , stress, depression, eye pressure, fatigue, headaches , anxious, dry eyes, dry mouth ,,, 1. chemical, 2. citrus, 3. skunk ,,citrus sap,n,n,n,n,n,n
720,sativa,chocolate skunk, aroused, creative, energetic, focused, giggly , depression, fatigue, lack of appetite, nausea, stress ,,,,,, 1. skunk ,,,5.0,chocolope,skunk no 1,n,n,n,n,n
721,sativa,chocolate thai, happy, creative, euphoric, giggly, uplifted , fatigue, stress, depression, cramps, lack of appetite , dry mouth, dry eyes, paranoid, dizzy, anxious , 1. woody, 2. coffee, 3. earthy ,112.0,thai,n,n,n,n,n,n
722,sativa,chocolate thunder, happy, creative, uplifted, focused, energetic , stress, depression, fatigue, headaches, inflammation , dry mouth, paranoid ,,,, 1. honey, 2. nutty, 3. apricot ,11.0,chocolope,alaskan thunder fuck,n,n,n,n,n
723,hybrid,chocolate tonic,,,,,,,,,,,,,,,,,,,1.0,chocolate kush,cannatonic,n,n,n,n,n
724,hybrid,chocolony,,,,,,,,,,,,,,,,,,,1.0,the one,white choco,n,n,n,n,n
725,hybrid,chocolony,,,,,,,,,,,,,,,,,,,,the one,white choco,n,n,n,n,n
726,hybrid,chocolope kush, relaxed, euphoric, creative, happy, uplifted , stress, depression, inflammation, pain, insomnia , dry mouth, dry eyes, dizzy, headache, paranoid , 1. earthy, 2. pungent, 3. woody ,137.0,chocolope,kosher kush,n,n,n,n,n
727,hybrid,chong star, relaxed, euphoric, focused, tingly, happy , stress, pain, depression, headaches, lack of appetite ,,,,,, 1. honey, 2. earthy, 3. skunk ,25.0,n,n,n,n,n,n,n
728,hybrid,chronic, relaxed, uplifted, happy, euphoric, tingly , stress, depression, seizures, pain, headaches , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. earthy, 2. pungent, 3. spicy/herbal ,173.0,northern lights,ak-47,skunk 1,n,n,n,n
729,indica,chronic thunder, sleepy, euphoric, relaxed, happy, aroused , headaches, stress, depression, insomnia, pain , dizzy, headache, dry mouth, dry eyes, anxious , 1. pungent, 2. earthy, 3. diesel ,81.0,chronic,alaskan thunder fuck,n,n,n,n,n
730,hybrid,chuck og, creative, relaxed, uplifted ,,, cramps, depression, headaches, nausea, pain ,,,,,,,,,4.0,tahoe og kush,afghani,n,n,n,n,n
731,hybrid,chuckys bride, happy, giggly, energetic, euphoric, talkative , depression, lack of appetite, stress, headaches, insomnia , dry mouth, dry eyes ,,,, 1. tropical, 2. pungent, 3. cheese ,7.0,exodus cheese,cinderella 99,n,n,n,n,n
732,hybrid,chunky diesel, happy, euphoric, focused, uplifted, energetic , depression, stress, fatigue, pain, insomnia , dry mouth, dizzy, paranoid, dry eyes ,, 1. diesel, 2. earthy, 3. chestnut ,52.0,deep chunk,sour diesel,n,n,n,n,n
733,hybrid,chupacabra, happy, uplifted, creative, euphoric, talkative , stress, depression, nausea, fatigue, cramps , dry mouth, anxious, headache ,,, 1. pungent, 2. vanilla, 3. tree fruit ,23.0,hawaiian,romulan,island sweet skunk,n,n,n,n
734,indica,church og, relaxed, sleepy, happy, uplifted, hungry , pain, stress, fatigue, insomnia, depression , paranoid, dizzy, dry mouth, dry eyes, anxious , 1. earthy, 2. skunk, 3. butter ,114.0,og kush,n,n,n,n,n,n
735,hybrid,cinderella 99, happy, uplifted, euphoric, energetic, relaxed , stress, depression, fatigue, pain, lack of appetite , dry mouth, anxious, dry eyes, paranoid, headache , 1. earthy, 2. citrus, 3. sweet ,1017.0,jack herer,shiva skunk,n,n,n,n,n
736,hybrid,cinderellas dream, energetic, uplifted, happy, euphoric, relaxed , stress, depression, lack of appetite, fatigue, pain , dizzy, anxious, dry mouth, dry eyes, paranoid , 1. sweet, 2. citrus, 3. earthy ,100.0,blue dream,cinex,n,n,n,n,n
737,hybrid,cindy haze,,,,,,,,,,,,,,,,,,,,cinderella 99,super silver haze,n,n,n,n,n
738,hybrid,cindy white, happy, energetic, creative, giggly, uplifted , stress, depression, pain, lack of appetite, nausea , dry mouth, dry eyes, anxious, dizzy, headache , 1. earthy, 2. pungent, 3. woody ,52.0,n,n,n,n,n,n,n
740,sativa,cinex, uplifted, happy, energetic, focused, relaxed , depression, stress, pain, fatigue, lack of appetite , dry mouth, dry eyes, paranoid, dizzy, anxious , 1. earthy, 2. citrus, 3. pungent ,880.0,cinderella 99,vortex,n,n,n,n,n
742,sativa,cirrus, happy, uplifted, talkative, focused, energetic , headaches, fatigue, depression, stress, inflammation , anxious, dry eyes, headache, paranoid, dry mouth , 1. earthy, 2. citrus, 3. flowery ,,granddaddy purple,platinum girl scout cookies,n,n,n,n,n
744,hybrid,citradelic sunset, energetic, happy, euphoric, creative, uplifted , stress, depression, pain, muscle spasms, nausea , dry mouth, paranoid ,,,, 1. berry, 2. sweet, 3. pine ,5.0,ghost train haze,mandarin sunset,n,n,n,n,n
746,hybrid,citral glue, relaxed, happy, euphoric, energetic, talkative , stress, depression, fatigue, insomnia, lack of appetite , dry mouth, dry eyes, headache ,,, 1. citrus, 2. lemon, 3. skunk ,15.0,original glue,n,n,n,n,n,n
748,hybrid,citral skunk, energetic, euphoric, creative, happy, relaxed , eye pressure, depression, insomnia, pain, stress , anxious, dizzy, dry eyes, paranoid ,, 1. citrus, 2. lemon, 3. flowery ,5.0,n,n,n,n,n,n,n
750,hybrid,citrix, euphoric, energetic, creative, happy, uplifted , pain, fatigue, lack of appetite, insomnia, stress , dizzy, dry mouth, anxious, dry eyes, headache , 1. citrus, 2. orange, 3. grapefruit ,85.0,grapefruit,la confidential,n,n,n,n,n
752,hybrid,citrus kush, happy, relaxed, giggly, hungry, uplifted , stress, pain, depression, fatigue, muscle spasms , dry mouth, dry eyes, anxious, paranoid, dizzy , 1. citrus, 2. sweet, 3. orange ,76.0,n,n,n,n,n,n,n
754,sativa,citrus punch, uplifted, energetic, relaxed, happy, creative , depression, stress, fatigue, lack of appetite, nausea , dry mouth, dry eyes, anxious, dizzy ,, 1. citrus, 2. earthy, 3. orange ,23.0,sour tangie,clementine,n,n,n,n,n
755,hybrid,citrus rush, uplifted, talkative, creative, energetic, euphoric , depression, fatigue, stress, pain, headaches , dizzy, dry mouth ,,,, 1. tropical, 2. orange, 3. skunk ,4.0,do-si-dos,n,n,n,n,n,n
756,hybrid,citrus sap, happy, relaxed, uplifted, euphoric, focused , stress, pain, depression, inflammation, insomnia , dry mouth, anxious, paranoid, dry eyes, dizzy , 1. citrus, 2. earthy, 3. spicy/herbal ,126.0,original glue,tangie,n,n,n,n,n
757,hybrid,citrus sunshine haze, happy, energetic, creative, euphoric, relaxed , stress, depression, pain, fatigue, headaches , dry mouth, dizzy, dry eyes, anxious, paranoid , 1. lemon, 2. citrus, 3. orange ,29.0,super lemon haze,kosher tangie,n,n,n,n,n
758,hybrid,city of god, energetic, euphoric, focused, happy, relaxed ,,,,,, dry eyes, dry mouth ,,,, 1. diesel, 2. earthy ,,2.0,nyc diesel,god bud,n,n,n,n,n
759,sativa,clementine, happy, uplifted, energetic, focused, euphoric , stress, pain, depression, fatigue, inflammation , dry mouth, anxious, dry eyes, paranoid, dizzy , 1. citrus, 2. orange, 3. lemon ,304.0,tangie,lemon skunk,n,n,n,n,n
760,hybrid,clementine kush, euphoric, relaxed, creative, happy, giggly , stress, depression, fatigue, inflammation, pain , anxious, dizzy, dry mouth, paranoid, dry eyes , 1. citrus, 2. lemon, 3. earthy ,25.0,n,n,n,n,n,n,n
761,hybrid,clockwork orange, relaxed, happy, hungry, uplifted, aroused , depression, lack of appetite, pain, stress ,, dry mouth, dizzy, dry eyes ,,, 1. citrus, 2. lemon, 3. orange ,3.0,g13,black widow,n,n,n,n,n
762,hybrid,cloud 9, happy, relaxed, euphoric, creative, talkative , depression, pain, stress, nausea, insomnia , dry eyes, dry mouth, paranoid, dizzy, headache , 1. woody, 2. tar, 3. chemical ,52.0,nyc diesel,milky way,n,n,n,n,n
763,hybrid,cloudcap, happy, hungry, relaxed, tingly, uplifted , depression, stress ,,,,,,,,, 1. berry, 2. coffee, 3. earthy ,3.0,pre-98 bubba kush,3 kings,huckleberry,n,n,n,n
764,indica,club 69, relaxed, sleepy, hungry ,,, depression, pain, stress ,,, dizzy, dry eyes, dry mouth ,,, 1. flowery, 2. grape, 3. strawberry ,,n,n,n,n,n,n,n
765,hybrid,cluster bomb, focused, euphoric, hungry, uplifted, relaxed , stress, headaches, inflammation, lack of appetite, pain , dizzy, dry eyes, dry mouth ,,, 1. citrus, 2. sweet, 3. tropical ,11.0,cinderella 99,skunk 1,n,n,n,n,n
766,hybrid,cluster funk,,,,,,,,,,,,,,,,,,,1.0,mr nice,n,n,n,n,n,n
767,hybrid,cobbler,,,,,,,,,,,,,,,,,,,1.0,n,n,n,n,n,n,n
768,hybrid,cobra lips, creative, focused, talkative, uplifted ,, depression, headaches, muscle spasms, pain, stress ,,,,,, 1. chemical, 2. pear ,,1.0,chemdog,appalachia,n,n,n,n,n
769,hybrid,cocoa kush,,,,,,,,,,,,,,,,,,,,dj short blueberry,n,n,n,n,n,n
770,hybrid,coconut oil, aroused, energetic, relaxed, giggly, tingly , depression, fatigue, stress, inflammation, insomnia , dry eyes, dry mouth, headache ,,, 1. flowery, 2. pungent, 3. tropical ,6.0,sfv og,n,n,n,n,n,n
771,hybrid,cold creek kush, happy, relaxed, euphoric, uplifted, sleepy , pain, stress, depression, muscle spasms, insomnia , dry mouth, dry eyes, paranoid, anxious, headache , 1. flowery, 2. woody, 3. sweet ,70.0,mk ultra,chemdawg 91,n,n,n,n,n
772,hybrid,colin og s1, creative, euphoric, happy, relaxed, focused , depression, headaches, nausea, stress ,, dry eyes, dry mouth ,,,, 1. diesel, 2. earthy, 3. skunk ,2.0,the white,sour diesel,flo,n,n,n,n
773,hybrid,collie man kush,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
774,sativa,colombian gold, happy, euphoric, relaxed, creative, uplifted , stress, depression, pain, fatigue, insomnia , dry mouth, dry eyes, anxious, dizzy, headache , 1. citrus, 2. earthy, 3. lemon ,161.0,south american,n,n,n,n,n,n
775,sativa,colombian mojito, talkative, relaxed, euphoric, happy, focused , pain, inflammation, depression, stress, fatigue , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. citrus, 2. pine, 3. mint ,14.0,n,n,n,n,n,n,n
776,indica,colorado bubba, creative, relaxed, happy, sleepy, focused , depression, muscle spasms, pain, stress, lack of appetite , dry mouth, anxious, dry eyes ,,, 1. blue cheese, 2. nutty, 3. pine ,10.0,northern lights 5,og kush,n,n,n,n,n
777,hybrid,colorado chem, uplifted, energetic, happy, creative, focused , pain, stress, depression, nausea, inflammation , anxious, dry mouth, paranoid, dizzy, dry eyes , 1. pine, 2. mint, 3. menthol ,26.0,n,n,n,n,n,n,n
778,hybrid,colorado chem rbx3,,,,,,,,,,,,,,,,,,,,chemdog 4,chemdog 91,chemdog,i-95,original glue,n,n
779,indica,colorado clementines, relaxed, euphoric, happy, sleepy, uplifted , stress, depression, pain, insomnia, lack of appetite , dry mouth ,,,,, 1. citrus, 2. lemon, 3. spicy/herbal ,11.0,big white,agent orange,n,n,n,n,n
780,hybrid,comfortably dumb,,,,,,,,,,,,,,,,,,,1.0,n,n,n,n,n,n,n
781,indica,commerce city kush, relaxed, happy, euphoric, sleepy, uplifted , stress, depression, insomnia, pain, headaches , dry eyes, dry mouth, dizzy ,,, 1. earthy, 2. diesel, 3. flowery ,23.0,chemdawg 4,rare dankness 1,n,n,n,n,n
782,hybrid,concord cream, euphoric, hungry, talkative, uplifted ,, eye pressure, fatigue, stress ,,, dizzy, dry mouth ,,,, 1. earthy, 2. flowery, 3. grape ,1.0,cookies and cream,grape bubba,n,n,n,n,n
783,hybrid,concord grape blockhead, creative, euphoric, giggly, happy, relaxed , cramps, depression, insomnia, lack of appetite, muscle spasms , dry eyes, dry mouth ,,,, 1. grape, 2. sweet ,,,sweet tooth,n,n,n,n,n,n
784,indica,confidential cheese, relaxed, uplifted, happy, euphoric, talkative , stress, depression, insomnia, pain, cramps , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. cheese, 2. earthy, 3. pungent ,137.0,la confidential,cheese,n,n,n,n,n
785,indica,confidential cookies, euphoric, relaxed, happy, uplifted, focused , fatigue, insomnia, stress, depression, lack of appetite , dry eyes, dry mouth ,,,, 1. earthy, 2. pungent, 3. sweet ,,confidential cheese,n,n,n,n,n,n
786,hybrid,confidential wreck, relaxed, euphoric, happy, uplifted, hungry , depression, pain, stress, headaches ,, dizzy, dry eyes ,,,, 1. citrus, 2. earthy, 3. sweet ,,la confidential,trainwreck,n,n,n,n,n
787,sativa,congo, happy, euphoric, energetic, uplifted, talkative , depression, stress, fatigue, pain, spasticity , dry mouth ,,,,, 1. tropical, 2. ammonia, 3. diesel ,17.0,pakistani chitral kush,n,n,n,n,n,n
788,hybrid,connie chung, relaxed, hungry, euphoric, happy, uplifted , insomnia, headaches, pain, nausea, stress , dry mouth, dry eyes, dizzy, paranoid, anxious , 1. sweet, 2. tea, 3. pungent ,72.0,la confidential,g13 haze,n,n,n,n,n
789,indica,conspiracy kush, relaxed, euphoric, happy, uplifted, giggly , stress, insomnia, lack of appetite, depression, fatigue , dry mouth, dry eyes, dizzy, paranoid, anxious , 1. woody, 2. citrus, 3. lemon ,143.0,obama kush,space queen,n,n,n,n,n
790,hybrid,cookie breath, relaxed, euphoric, talkative, hungry, happy , stress, pain, depression, fatigue, lack of appetite , paranoid, dizzy, anxious, dry mouth, dry eyes , 1. earthy, 2. flowery, 3. mint ,18.0,thin mint girl scout cookies,girl scout cookies,n,n,n,n,n
791,hybrid,cookie dough, talkative, relaxed, euphoric, hungry, happy , muscle spasms, eye pressure, pain, depression, stress , dry mouth, dry eyes, dizzy, anxious, paranoid , 1. sweet, 2. lemon, 3. earthy ,59.0,girl scout cookies,n,n,n,n,n,n
792,hybrid,cookie jar, happy, energetic, focused, creative, euphoric , headaches, stress, depression, fatigue, lack of appetite , dry eyes, headache, dry mouth, dizzy ,, 1. earthy, 2. sweet, 3. flowery ,15.0,platinum girl scout cookies,white fire alien og,n,n,n,n,n
793,indica,cookie monster, relaxed, sleepy, happy, hungry, uplifted , stress, pain, insomnia, lack of appetite, inflammation , dry mouth, dizzy, dry eyes, paranoid, anxious , 1. citrus, 2. vanilla, 3. butter ,150.0,n,n,n,n,n,n,n
795,hybrid,cookie puss, relaxed, happy, aroused, euphoric, giggly ,,,,,, dry mouth ,,,,, 1. earthy, 2. citrus, 3. diesel ,7.0,cat piss,gsc,n,n,n,n,n
797,hybrid,cookie wreck, euphoric, relaxed, happy, creative, uplifted , stress, depression, fatigue, pain, muscle spasms , dry mouth, dry eyes, headache, dizzy, anxious , 1. sweet, 2. vanilla, 3. earthy ,108.0,girl scout cookies,trainwreck,n,n,n,n,n
799,hybrid,cookie wreck, euphoric, relaxed, happy, creative, uplifted , stress, depression, fatigue, pain, muscle spasms , dry mouth, dry eyes, headache, dizzy, anxious , 1. sweet, 2. vanilla, 3. earthy ,,girl scout cookies,trainwreck,n,n,n,n,n
801,hybrid,cookies and dream, euphoric, happy, relaxed, hungry, tingly , lack of appetite, cramps, stress, depression, pain , dry mouth, dry eyes, anxious ,,, 1. citrus, 2. pungent, 3. sweet ,49.0,blue dream,girl scout cookies,n,n,n,n,n
803,indica,copper kush, relaxed, euphoric, happy, uplifted, tingly , cramps, depression, headaches, insomnia, pain , dizzy, dry eyes, dry mouth ,,, 1. earthy, 2. pine, 3. pungent ,9.0,frankenstein,lemon og kush,n,n,n,n,n
805,indica,corleone kush, relaxed, euphoric, uplifted, tingly, aroused , stress, pain, insomnia, lack of appetite, depression , dry mouth, paranoid, dry eyes, anxious, headache , 1. spicy/herbal, 2. earthy, 3. pungent ,114.0,pre-98 bubba kush,sfv og kush,n,n,n,n,n
807,hybrid,corleone kush the don cut,,,,,,,,,,,,,,,,,,,,pre-98 bubba kush,sfv og,n,n,n,n,n
808,indica,cornbread, relaxed, happy, sleepy, hungry, euphoric , insomnia, stress, pain, depression, lack of appetite , dry mouth, dry eyes, dizzy, anxious, paranoid , 1. spicy/herbal, 2. woody, 3. earthy ,127.0,bubba kush,n,n,n,n,n,n
809,sativa,cosmic collision, uplifted, talkative, euphoric, giggly, relaxed , depression, stress, fatigue, insomnia, pain , dry eyes, dizzy, dry mouth, anxious ,, 1. sweet, 2. woody, 3. citrus ,14.0,n,n,n,n,n,n,n
810,hybrid,cotton candy kush, relaxed, happy, uplifted, euphoric, creative , stress, depression, pain, insomnia, nausea , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. sweet, 2. lavender, 3. flowery ,825.0,lavender,power plant,n,n,n,n,n
811,hybrid,cotton purple chem, relaxed, euphoric, tingly, happy, uplifted , stress, depression, fatigue, headaches, muscle spasms , dry mouth ,,,,, 1. sweet, 2. earthy, 3. berry ,,n,n,n,n,n,n,n
812,hybrid,cougar milk, creative, energetic, focused ,,,,,,,, anxious, paranoid ,,,,,,,1.0,appalachia,n,n,n,n,n,n
813,hybrid,cowboy kush, happy, relaxed, creative, focused, uplifted , stress, depression, pain, headaches, insomnia , dry mouth, dry eyes, dizzy ,,, 1. woody, 2. blueberry, 3. flowery ,25.0,hells angel og,stardawg,n,n,n,n,n
814,hybrid,coyote art, aroused, creative, energetic, focused, happy ,,,,,, dry mouth ,,,,,,,,1.0,n,n,n,n,n,n,n
815,sativa,cracker jack, energetic, creative, euphoric, happy, uplifted , fatigue, pain, stress, headaches, inflammation , dry eyes, dry mouth, paranoid, headache, dizzy , 1. pine, 2. pungent, 3. chemical ,99.0,jack herer,green crack,n,n,n,n,n
816,hybrid,crater lake, uplifted, creative, relaxed, focused, happy , stress, depression, pain, lack of appetite, insomnia , dry mouth, dry eyes, dizzy ,,, 1. citrus, 2. chemical, 3. lemon ,31.0,huckleberry,super silver haze,n,n,n,n,n
817,hybrid,crazy miss hyde, uplifted, euphoric, happy, relaxed, energetic , pain, depression, inflammation, nausea, eye pressure , dry mouth, anxious, dry eyes ,,, 1. earthy, 2. sweet, 3. citrus ,,belladonna,northern lights,n,n,n,n,n
818,indica,cream caramel, relaxed, sleepy, hungry, happy, talkative , stress, depression, insomnia, muscle spasms, headaches , dry mouth, dry eyes, headache, dizzy, paranoid , 1. citrus, 2. earthy, 3. lemon ,98.0,maple leaf indica,white rhino,n,n,n,n,n
819,hybrid,crimea blue, happy, relaxed, sleepy, creative, tingly , pain, stress, insomnia, nausea, depression , dizzy, dry eyes, dry mouth, headache ,, 1. blueberry, 2. flowery, 3. sweet ,28.0,eastern european,blueberry,n,n,n,n,n
820,hybrid,critical 47, relaxed, happy, giggly, euphoric, talkative , stress, insomnia, depression, pain, inflammation , dry mouth, dizzy, dry eyes ,,, 1. earthy, 2. mango, 3. skunk ,20.0,critical mass,ak-47,n,n,n,n,n
821,hybrid,critical bilbo, relaxed, focused, uplifted, creative, euphoric , stress, insomnia, pain, inflammation, muscle spasms , dry mouth, paranoid, dry eyes, anxious, dizzy , 1. earthy, 2. pine, 3. rose ,73.0,critical mass,n,n,n,n,n,n
822,hybrid,critical cheese, happy, euphoric, uplifted, relaxed, hungry , depression, stress, nausea, pain, headaches , dry mouth, dry eyes, anxious, paranoid ,, 1. cheese, 2. sweet, 3. orange ,50.0,critical plus,cheese,n,n,n,n,n
823,hybrid,critical haze, happy, relaxed, uplifted, euphoric, creative , depression, stress, pain, lack of appetite, fatigue , dry mouth, headache, paranoid, dizzy, anxious , 1. citrus, 2. earthy, 3. spicy/herbal ,77.0,critical mass,afghan haze,n,n,n,n,n
824,indica,critical hog, relaxed, sleepy, happy, uplifted, giggly , stress, insomnia, pain, depression, lack of appetite , dry mouth, dizzy, dry eyes, anxious, headache , 1. skunk, 2. tobacco, 3. earthy ,64.0,critical mass,hog,n,n,n,n,n
