,strain,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
3369,white lotus,the white,snow lotus,n,n,n,n,n
3370,white master,n,n,n,n,n,n,n
3371,white moonshine,the white,blue moonshine,n,n,n,n,n
3372,white nightmare,blue dream,n,n,n,n,n,n
3373,white og,the white,sfv og kush,n,n,n,n,n
3374,white queen,white widow,n,n,n,n,n,n
3375,white rhino,white widow,north american indica,n,n,n,n,n
3376,white romulan,romulan,the white,n,n,n,n,n
3377,white russian,white widow,ak-47,n,n,n,n,n
3378,white ryder,lowryder,n,n,n,n,n,n
3379,white sangria,tahoe hydro og,n,n,n,n,n,n
3380,white siberian,white widow,ak-47,n,n,n,n,n
3381,white skunk,skunk no 1,n,n,n,n,n,n
3382,white slipper,the white,glass slipper,n,n,n,n,n
3383,white smurf,northern lights,skunk no 1,n,n,n,n,n
3384,white strawberry,the white,strawberry cough,n,n,n,n,n
3385,white strawberry skunk,n,n,n,n,n,n,n
3386,n,n,n,n,n,n,n,n
3387,white tahoe cookies,the white,tahoe og kush,gsc,n,n,n,n
3388,white tygh dream,n,n,n,n,n,n,n
3389,white urkle,the white,purple urkle,n,n,n,n,n
3390,white walker kush,white widow,mazar x blueberry,n,n,n,n,n
3391,white walrus,trainwreck,jack the ripper,trinity,n,n,n,n
3392,white widow,south american,south indian indica,n,n,n,n,n
3393,white zombie,n,n,n,n,n,n,n
3394,whiteout,super silver haze,the white,n,n,n,n,n
3395,whitewalker og,sfv og kush,n,n,n,n,n,n
3396,wild thailand,n,n,n,n,n,n,n
3397,willie berrie,willys wonder,n,n,n,n,n,n
3398,willie cheesie,willys wonder,n,n,n,n,n,n
3399,willie nelson,nepalese,south asian sativa,n,n,n,n,n
3400,willie’s ghost,willys wonder,n,n,n,n,n,n
3401,willy g’s lebanese,n,n,n,n,n,n,n
3402,willy wonka,n,n,n,n,n,n,n
3403,willys wonder,afghani,n,n,n,n,n,n
3404,wish mountain,appalachia,n,n,n,n,n,n
3405,wolfberry,n,n,n,n,n,n,n
3406,wonder haze,n,n,n,n,n,n,n
3407,wonder kid,chemdawg 91,pre-98 bubba kush,buffalo bill,the white,n,n,n
3408,wonder woman,n,n,n,n,n,n,n
3409,wonder woman og,n,n,n,n,n,n,n
3410,wonkas bubblicious,pandoras box,querkle,n,n,n,n,n
3411,woody kush,n,n,n,n,n,n,n
3412,wookie,lavender,appalachia,n,n,n,n,n
3413,wookies,the white,chemdawg 91,girl scout cookies,n,n,n,n
3414,wreckage,sage,trainwreck,n,n,n,n,n
3415,x-file,n,n,n,n,n,n,n
3416,x-files,sour diesel,n,n,n,n,n,n
3417,x-wing,skywalker og,n,n,n,n,n,n
3418,x-tra chz,cheese,n,n,n,n,n,n
3419,x18 pure pakistani,n,n,n,n,n,n,n
3420,xj-13,jack herer,g13 haze,n,n,n,n,n
3421,xxx 420,n,n,n,n,n,n,n
3422,xxx og,n,n,n,n,n,n,n
3423,xanadu,south asian,cinderella 99,durban poison,thai,n,n,n
3424,x-files,sour diesel,n,n,n,n,n,n
3425,x-wing,skywalker og,n,n,n,n,n,n
3426,x-tra chz,cheese,n,n,n,n,n,n
3427,x18 pure pakistani,n,n,n,n,n,n,n
3428,xj-13,jack herer,g13 haze,n,n,n,n,n
3429,xxx 420,n,n,n,n,n,n,n
3430,xxx og,n,n,n,n,n,n,n
3431,xanadu,south asian,cinderella 99,durban poison,thai,n,n,n
3432,y griega,amnesia haze,kali mist,n,n,n,n,n
3433,yem og,ghost og,phishhead kush,n,n,n,n,n
3434,yeti og,og kush,sour diesel,n,n,n,n,n
3435,yoda og,og kush,n,n,n,n,n,n
3436,yodas brain,hindu kush,skywalker,n,n,n,n,n
3437,yogi diesel,sour diesel,northern lights 5,n,n,n,n,n
3438,yolo berry,granddaddy purple,og kush,gelato,n,n,n,n
3439,yumboldt,n,n,n,n,n,n,n
3440,yummy,white dawg,n,n,n,n,n,n
3441,zamaldelica,n,n,n,n,n,n,n
3442,zardde gold,n,n,n,n,n,n,n
3443,zeitgeist,sour amnesia,purple pantera,n,n,n,n,n
3444,zelda,legend og,n,n,n,n,n,n
3445,zelly’s gift,afgoo,purple thai,super lemon haze,god bud,jack herer,n,n
3446,zen,n,n,n,n,n,n,n
3447,zerculese,zkittlez,n,n,n,n,n,n
3448,zeta sage,og kush,sage,n,n,n,n,n
3449,zeus og,deadhead og,n,n,n,n,n,n
3450,zkittlez,grape ape,grapefruit,n,n,n,n,n
3451,zombie kush,lavender,amnesia,bubba kush,n,n,n,n
3452,zombie og,n,n,n,n,n,n,n
3453,zoom pie,cherry pie,n,n,n,n,n,n
3454,hai fantasy,n,n,n,n,n,n,n
3455,n,n,n,n,n,n,n,n
3456,n,n,n,n,n,n,n,n
3457,n,n,n,n,n,n,n,n
3458,ʻalenuihāhā,kona gold,maui wowie,n,n,n,n,n
3459,n,n,n,n,n,n,n,n
